GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=3 sig=0xd0825479
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case01-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=80 notes=5 sig=0x8798c953
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp name=Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1937 notes=2 sig=0x9ce91b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1698 notes=5 sig=0xd50c49db
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp name=Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1827 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp?target=eclipse.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1689 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp name=Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1851 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp?target=file:/boot.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1710 notes=1 sig=0xa56804d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1923 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1686 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1950 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1707 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp name=Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1807 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1680 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp name=Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1828 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1701 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1812 notes=2 sig=0x9cff1b2b
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=80 notes=8 sig=0x3f67c3b9
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=default.txt name=default.txt type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=5 notes=2 sig=0x6bdbfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=include.jsp name=include.jsp type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=7915 notes=4 sig=0x310f4218
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=161902 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp name=Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1833 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1695 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp name=Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1920 notes=3 sig=0x8c7b5857
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1683 notes=7 sig=0x1dc38581
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=content.ini name=content.ini type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=80 notes=2 sig=0xadea70e6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=default.txt name=default.txt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=5 notes=2 sig=0x6bdbfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=include.jsp name=include.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=7915 notes=4 sig=0x310f4218
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=161902 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp name=Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1947 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1704 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp name=Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1804 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1677 notes=1 sig=0xa56804d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp name=Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1825 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1698 notes=1 sig=0x722229bd
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1822 notes=3 sig=0xd548edff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=80 notes=8 sig=0xae386972
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp name=Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1843 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1704 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp name=Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1929 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1692 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp name=Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1956 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1713 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp name=Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1813 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1686 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp name=Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1834 notes=3 sig=0xd540edff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1707 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1834 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1695 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp name=Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1941 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp?target=\x5cnone892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1704 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case23-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp name=Case23-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1825 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case23-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1698 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case24-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-BackslashPathReq-Read.jsp name=Case24-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1855 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case24-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1716 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case25-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case25-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1881 notes=2 sig=0x9ce91b2d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case25-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/active/LFI/LFI-Detection-Evaluation-GET-200Identical/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=80 notes=3 sig=0x113f0a70
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case25-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=1605 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/Case26-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case26-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1894 notes=2 sig=0x9cea1b2d
