GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=3 sig=0xd0f35462
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Apache-Coyote%2F1.1.html/ name=Apache-Coyote/1.1.html type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Apache-Coyote%2F1.1.ini/ name=Apache-Coyote/1.1.ini type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Apache-Coyote%2F1.1.jsp/ name=Apache-Coyote/1.1.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Apache-Coyote%2F1.1.txt/ name=Apache-Coyote/1.1.txt type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/dddd%2F1.1%20200%20OK/ name=dddd/1.1\x20200\x20OK type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/dddd%2F1.1%20200%20OK.html/ name=dddd/1.1\x20200\x20OK.html type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/dddd%2F1.1%20200%20OK.ini/ name=dddd/1.1\x20200\x20OK.ini type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/dddd%2F1.1%20200%20OK.jsp/ name=dddd/1.1\x20200\x20OK.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/dddd%2F1.1%20200%20OK.txt/ name=dddd/1.1\x20200\x20OK.txt type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/passive/ name=passive type=dir linked=maybe browsers=0 browser_used=FAST not_fetched
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/passive/index-info.jsp name=index-info.jsp type=unknown linked=maybe browsers=0 browser_used=FAST not_fetched
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/passive/index-session.jsp name=index-session.jsp type=unknown linked=maybe browsers=0 browser_used=FAST not_fetched
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml/ name=text/html type=dir linked=no browsers=0 browser_used=FAST dup=0 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml.html/ name=text/html.html type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml.ini/ name=text/html.ini type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml.jsp/ name=text/html.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml.txt/ name=text/html.txt type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml%3Bcharset%3DISO-8859-1/ name=text/html;charset=ISO-8859-1 type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml%3Bcharset%3DISO-8859-1.html/ name=text/html;charset=ISO-8859-1.html type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml%3Bcharset%3DISO-8859-1.ini/ name=text/html;charset=ISO-8859-1.ini type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml%3Bcharset%3DISO-8859-1.jsp/ name=text/html;charset=ISO-8859-1.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fhtml%3Bcharset%3DISO-8859-1.txt/ name=text/html;charset=ISO-8859-1.txt type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=3 sig=0xfff9842a
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fplain/ name=text/plain type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fplain.html/ name=text/plain.html type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fplain.ini/ name=text/plain.ini type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fplain.jsp/ name=text/plain.jsp type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/text%2Fplain.txt/ name=text/plain.txt type=dir linked=no browsers=0 browser_used=FAST dup=1 code=400 len=0 notes=2 sig=0xfffad75f
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case01-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp name=Case01-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1904 notes=2 sig=0x9ce91b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case01-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=4 sig=0xfc479dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp name=Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1931 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp name=Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1822 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp?target=eclipse.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=1 sig=0xa56804d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp name=Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1846 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp?target=file:/boot.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1917 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp name=Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1944 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp name=Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1802 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp name=Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1823 notes=2 sig=0x9ce81b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=4 sig=0xfc469dfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp name=Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1807 notes=3 sig=0xd54dedfa
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=7 sig=0x8924b84e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=default.txt name=default.txt type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=5 notes=2 sig=0x6bdbfc85
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=index.jsp name=index.jsp type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=161422 notes=3 sig=0x639a4ff5
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=MissingResource.html name=MissingResource.html type=value linked=no browsers=0 browser_used=FAST dup=0 code=200 len=308 notes=1 sig=0xff7fffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp name=Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1828 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=1 sig=0xa56804d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp name=Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1914 notes=2 sig=0x9ced1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=1 sig=0xa56804d6
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp name=Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1941 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp name=Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1799 notes=2 sig=0x9ce41b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=8 sig=0xf4e24a52
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp name=Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1820 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp name=Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1817 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4340 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp name=Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1838 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp name=Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1923 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp name=Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1950 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp name=Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1808 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp name=Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1829 notes=2 sig=0x9cec1b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp?target= name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=0 sig=0xffbfffff
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp name=Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1829 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=\x5ccontent.ini name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=7 sig=0x2e02719d
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp name=Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp type=file linked=yes browsers=0 browser_used=FAST dup=1 code=200 len=1935 notes=2 sig=0x9ce71b2e
GET http://localhost:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp?target=\x5cnone892j3kd.txt name=target type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=0 notes=7 sig=0x2e02719d
