Processed,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Tags
Successfully,Wed Jul 25 16:59:18 EDT 2018,GET,http://127.0.0.1:8090/wavsep/passive/session/weak-authentication-basic.jsp,200,OK,485,148,642,Medium,Comment
Successfully,Wed Jul 25 16:59:18 EDT 2018,GET,http://127.0.0.1:8090/wavsep/passive/info/info-cookie-no-httponly.jsp,200,OK,627,191,770,Medium,"SetCookie, Comment"
Successfully,Wed Jul 25 16:59:18 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/index.jsp,200,OK,810,127,19951,Medium,Comment
Successfully,Wed Jul 25 16:59:18 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/index.jsp,200,OK,813,127,20075,Medium,Comment
Successfully,Wed Jul 25 16:59:19 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,831,127,20634,Medium,Comment
Successfully,Wed Jul 25 16:59:19 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,530,127,11090,Medium,
Successfully,Wed Jul 25 16:59:20 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/index.jsp,200,OK,623,127,19625,Medium,Comment
Successfully,Wed Jul 25 16:59:20 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/index.jsp,200,OK,821,127,19749,Medium,Comment
Successfully,Wed Jul 25 16:59:20 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,130,127,20308,Medium,Comment
Successfully,Wed Jul 25 16:59:21 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,664,127,10257,Medium,
Successfully,Wed Jul 25 16:59:21 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error-Experimental/index.jsp,200,OK,340,149,1547,Medium,
Successfully,Wed Jul 25 16:59:21 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error-Experimental/index.jsp,200,OK,426,149,1502,Medium,
Successfully,Wed Jul 25 16:59:21 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-GET/index.jsp,200,OK,724,127,22501,Medium,Comment
Successfully,Wed Jul 25 16:59:22 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-POST/index.jsp,200,OK,882,127,22107,Medium,Comment
Successfully,Wed Jul 25 16:59:22 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-COOKIE-Experimental/index.jsp,200,OK,490,193,1230,Medium,SetCookie
Successfully,Wed Jul 25 16:59:23 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-GET-Experimental/index.jsp,200,OK,752,127,9146,Medium,
Successfully,Wed Jul 25 16:59:23 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-POST-Experimental/index.jsp,200,OK,756,127,8906,Medium,
Successfully,Wed Jul 25 16:59:23 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/DOM-XSS/DXSS-Detection-Evaluation-GET-Experimental/index.jsp,200,OK,665,149,2745,Medium,
Successfully,Wed Jul 25 16:59:23 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-500Error/index.jsp,200,OK,5356,127,159521,Medium,
Successfully,Wed Jul 25 16:59:24 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-404Error/index.jsp,200,OK,5552,127,159521,Medium,
Successfully,Wed Jul 25 16:59:29 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/index.jsp,200,OK,3326,127,159249,Medium,
Successfully,Wed Jul 25 16:59:30 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,3239,127,159476,Medium,
Successfully,Wed Jul 25 16:59:32 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,1616,127,158984,Medium,
Successfully,Wed Jul 25 16:59:33 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,1216,127,160008,Medium,
Successfully,Wed Jul 25 16:59:34 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-500Error/index.jsp,200,OK,960,127,157479,Medium,
Successfully,Wed Jul 25 16:59:34 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-404Error/index.jsp,200,OK,962,127,157479,Medium,
Successfully,Wed Jul 25 16:59:35 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Error/index.jsp,200,OK,2251,127,157207,Medium,
Successfully,Wed Jul 25 16:59:35 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,2197,127,157392,Medium,
Successfully,Wed Jul 25 16:59:38 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,628,127,156942,Medium,
Successfully,Wed Jul 25 16:59:38 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,505,127,157910,Medium,
Successfully,Wed Jul 25 16:59:38 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/index.jsp,200,OK,372,127,20966,Medium,
Successfully,Wed Jul 25 16:59:38 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-404Error/index.jsp,200,OK,266,127,20966,Medium,
Successfully,Wed Jul 25 16:59:39 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Error/index.jsp,200,OK,552,127,20930,Medium,
Successfully,Wed Jul 25 16:59:39 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,425,127,20969,Medium,
Successfully,Wed Jul 25 16:59:39 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,428,127,20901,Medium,
Successfully,Wed Jul 25 16:59:39 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,516,127,21045,Medium,
Successfully,Wed Jul 25 16:59:40 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-500Error/index.jsp,200,OK,520,127,20515,Medium,
Successfully,Wed Jul 25 16:59:40 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-404Error/index.jsp,200,OK,371,127,20515,Medium,
Successfully,Wed Jul 25 16:59:40 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Error/index.jsp,200,OK,1670,127,20479,Medium,
Successfully,Wed Jul 25 16:59:40 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,1524,127,20506,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,397,127,20450,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,281,127,20578,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,326,127,31688,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-JavaScript-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,320,127,32038,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,337,127,30736,Medium,
Successfully,Wed Jul 25 16:59:42 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-JavaScript-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,344,127,31030,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-FalsePositives-GET/index.jsp,200,OK,196,149,7105,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-FalsePositives-GET/index.jsp,200,OK,281,127,9707,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-FalsePositives-GET/index.jsp,200,OK,471,127,20417,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-FalsePositives-GET/index.jsp,200,OK,316,127,15589,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-FalsePositives-GET/index.jsp,200,OK,206,127,21788,Medium,
Successfully,Wed Jul 25 16:59:43 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Obsolete-Files/ObsoleteFile-FalsePositives-GET/index.jsp,200,OK,117,148,890,Medium,
Successfully,Wed Jul 25 16:59:44 EDT 2018,POST,http://127.0.0.1:8090/wavsep/passive/session/session-password-autocomplete.jsp,200,OK,21,148,860,Medium,"Form, Password, Comment"
Successfully,Wed Jul 25 16:59:44 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case01-InjectionInLogin-String-LoginBypass-WithErrors.jsp?password=textvalue2&username=textvalue,200,OK,1643,127,347,Medium,
Successfully,Wed Jul 25 16:59:44 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case02-InjectionInSearch-String-UnionExploit-WithErrors.jsp?msg=textvalue,200,OK,1580,127,466,Medium,
Successfully,Wed Jul 25 16:59:45 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case03-InjectionInCalc-String-BooleanExploit-WithErrors.jsp?username=textvalue,200,OK,189,127,350,Medium,
Successfully,Wed Jul 25 16:59:45 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case04-InjectionInUpdate-String-CommandInjection-WithErrors.jsp?msg=textvalue,200,OK,208,127,351,Medium,
Successfully,Wed Jul 25 16:59:45 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-WithErrors.jsp?orderby=msgid,200,OK,156,127,783,Medium,
Successfully,Wed Jul 25 16:59:45 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case06-InjectionInView-Numeric-PermissionBypass-WithErrors.jsp?transactionId=132,200,OK,165,127,626,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case07-InjectionInSearch-Numeric-UnionExploit-WithErrors.jsp?msgId=1,200,OK,179,127,547,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case08-InjectionInCalc-Numeric-BooleanExploit-WithErrors.jsp?minBalanace=10000,200,OK,172,127,378,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case09-InjectionInUpdate-Numeric-CommandInjection-WithErrors.jsp?msgid=1,200,OK,249,127,352,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-WithErrors.jsp?orderby=1,200,OK,258,127,785,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case11-InjectionInView-Date-PermissionBypass-WithErrors.jsp?transactionDate=2010-01-01,200,OK,446,127,624,Medium,
Successfully,Wed Jul 25 16:59:46 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case12-InjectionInSearch-Date-UnionExploit-WithErrors.jsp?transactionDate=2010-01-01,200,OK,422,127,609,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case13-InjectionInCalc-Date-BooleanExploit-WithErrors.jsp?transactionDate=2010-01-01,200,OK,325,127,376,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case14-InjectionInUpdate-Date-CommandInjection-WithErrors.jsp?transactionDate=2010-02-02,200,OK,302,127,350,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-WithErrors.jsp?transactionDate=2010-02-02,200,OK,522,127,530,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-WithErrors.jsp?transactionId=132,200,OK,553,127,650,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-WithErrors.jsp?msgId=1,200,OK,406,127,573,Medium,
Successfully,Wed Jul 25 16:59:47 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-WithErrors.jsp?minBalanace=10000,200,OK,439,127,402,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-WithErrors.jsp?msgid=1,200,OK,276,127,376,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case01-InjectionInLogin-String-LoginBypass-With200Errors.jsp?password=textvalue2&username=textvalue,200,OK,220,127,347,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case02-InjectionInSearch-String-UnionExploit-With200Errors.jsp?msg=textvalue,200,OK,273,127,466,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case03-InjectionInCalc-String-BooleanExploit-With200Errors.jsp?username=textvalue,200,OK,238,127,350,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case04-InjectionInUpdate-String-CommandInjection-With200Errors.jsp?msg=textvalue,200,OK,128,127,351,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case05-InjectionInSearchOrderBy-String-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=msgid,200,OK,163,127,783,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case06-InjectionInView-Numeric-PermissionBypass-With200Errors.jsp?transactionId=132,200,OK,171,127,626,Medium,
Successfully,Wed Jul 25 16:59:48 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case07-InjectionInSearch-Numeric-UnionExploit-With200Errors.jsp?msgId=1,200,OK,123,127,547,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case08-InjectionInCalc-Numeric-BooleanExploit-With200Errors.jsp?minBalanace=10000,200,OK,296,127,378,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case09-InjectionInUpdate-Numeric-CommandInjection-With200Errors.jsp?msgid=1,200,OK,335,127,352,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case10-InjectionInSearchOrderBy-Numeric-BinaryDeliberateRuntimeError-With200Errors.jsp?orderby=1,200,OK,227,127,785,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case11-InjectionInView-Date-PermissionBypass-With200Errors.jsp?transactionDate=2010-01-01,200,OK,125,127,624,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case12-InjectionInSearch-Date-UnionExploit-With200Errors.jsp?transactionDate=2010-01-01,200,OK,240,127,609,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case13-InjectionInCalc-Date-BooleanExploit-With200Errors.jsp?transactionDate=2010-01-01,200,OK,135,127,376,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case14-InjectionInUpdate-Date-CommandInjection-With200Errors.jsp?transactionDate=2010-02-02,200,OK,166,127,350,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case15-InjectionInSearch-DateWithoutQuotes-UnionExploit-With200Errors.jsp?transactionDate=2010-02-02,200,OK,122,127,530,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case16-InjectionInView-NumericWithoutQuotes-PermissionBypass-With200Errors.jsp?transactionId=132,200,OK,143,127,650,Medium,
Successfully,Wed Jul 25 16:59:49 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case17-InjectionInSearch-NumericWithoutQuotes-UnionExploit-With200Errors.jsp?msgId=1,200,OK,123,127,573,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp?minBalanace=10000,200,OK,179,127,402,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp?msgid=1,200,OK,138,127,376,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=132,200,OK,237,127,642,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case01-InjectionInView-Numeric-Blind-200ValidResponseWithDefaultOnException.jsp?transactionId=133,200,OK,219,127,642,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case02-InjectionInView-String-Blind-200ValidResponseWithDefaultOnException.jsp?username=user1,200,OK,121,127,513,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case02-InjectionInView-String-Blind-200ValidResponseWithDefaultOnException.jsp?username=david,200,OK,112,127,513,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case03-InjectionInView-Date-Blind-200ValidResponseWithDefaultOnException.jsp?transactionDate=2010-01-01,200,OK,223,127,521,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case03-InjectionInView-Date-Blind-200ValidResponseWithDefaultOnException.jsp?transactionDate=2010-02-02,200,OK,178,127,521,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case04-InjectionInUpdate-Numeric-TimeDelayExploit-200Identical.jsp?transactionId=895,200,OK,188,127,340,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case05-InjectionInUpdate-String-TimeDelayExploit-200Identical.jsp?description=empty,200,OK,157,127,339,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case06-InjectionInUpdate-Date-TimeDelayExploit-200Identical.jsp?transactionDate=2010-02-02,200,OK,190,127,337,Medium,
Successfully,Wed Jul 25 16:59:50 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case07-InjectionInUpdate-NumericWithoutQuotes-TimeDelayExploit-200Identical.jsp?transactionId=895,200,OK,134,127,363,Medium,
Successfully,Wed Jul 25 16:59:51 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/Case08-InjectionInUpdate-DateWithoutQuotes-TimeDelayExploit-200Identical.jsp?transactionDate=2010-02-02,200,OK,195,127,360,Medium,
Successfully,Wed Jul 25 16:59:51 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/Case01-InjectionInLogin-String-LoginBypass-WithDifferent200Responses.jsp?password=textvalue2&username=textvalue,200,OK,214,127,353,Medium,
