Processed,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Tags
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI,302,Found,15,138,0,,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error,302,Found,47,176,0,,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case01-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/content.ini,200,OK,49,127,4340,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-GET/index.jsp,200,OK,15,127,22501,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-POST/index.jsp,200,OK,11,127,22107,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case02-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/content.ini,200,OK,10,127,1683,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-COOKIE-Experimental/index.jsp,200,OK,9,193,1230,Medium,SetCookie
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-GET-Experimental/index.jsp,200,OK,12,127,9145,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Reflected-XSS/RXSS-Detection-Evaluation-POST-Experimental/index.jsp,200,OK,14,127,8906,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case03-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultRelativeInput-AnyPathReq-Read.jsp?target=eclipse.ini,200,OK,9,127,1678,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-500Error/index.jsp,200,OK,33,127,159521,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-404Error/index.jsp,200,OK,51,127,159521,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/index.jsp,200,OK,108,127,159249,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,61,127,159476,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-500Error/index.jsp,200,OK,71,127,19951,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,87,127,158984,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error/index.jsp,200,OK,14,127,20075,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,72,127,20634,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,48,127,11090,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-500Error/index.jsp,200,OK,25,127,19625,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/index.jsp,200,OK,30,127,19749,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,12,127,20308,Medium,Comment
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,19,127,10257,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-GET-200Error-Experimental/index.jsp,200,OK,5,149,1547,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error-Experimental/index.jsp,200,OK,7,149,1502,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case04-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultRelativeInput-AnyPathReq-Read.jsp?target=file:/boot.ini,200,OK,18,127,1697,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case05-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/none892j3kd.txt,200,OK,30,127,1770,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case06-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-AnyPathReq-Read.jsp?target=file://root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/none892j3kd.txt,200,OK,55,127,1692,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,96,127,160008,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-500Error/index.jsp,200,OK,54,127,20966,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-500Error/index.jsp,200,OK,33,127,157479,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-404Error/index.jsp,200,OK,11,127,20966,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Error/index.jsp,200,OK,11,127,20930,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,61,127,20969,Medium,
Successfully,Wed Jul 25 23:23:14 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,46,127,20901,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-GET-200Identical/index.jsp,200,OK,14,127,21045,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-500Error/index.jsp,200,OK,12,127,20515,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-404Error/index.jsp,200,OK,32,127,20515,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Error/index.jsp,200,OK,9,127,20479,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,29,127,20506,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,21,127,20450,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/RFI/RFI-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,23,127,20578,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case07-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp?target,200,OK,16,127,1658,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-404Error/index.jsp,200,OK,45,127,157479,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case08-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-AnyPathReq-Read.jsp?target,200,OK,27,127,1665,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case09-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini,200,OK,15,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Error/index.jsp,200,OK,91,127,157207,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,56,127,157392,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case10-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini,200,OK,8,127,1680,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,13,127,156942,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case11-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt,200,OK,27,127,1767,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-POST-200Identical/index.jsp,200,OK,27,127,157910,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-GET-302Redirect/index.jsp,200,OK,24,127,31688,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-JavaScript-Detection-Evaluation-GET-200Valid/index.jsp,200,OK,16,127,32038,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-Detection-Evaluation-POST-302Redirect/index.jsp,200,OK,20,127,30736,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case12-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt,200,OK,13,127,1689,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/Unvalidated-Redirect/Redirect-JavaScript-Detection-Evaluation-POST-200Valid/index.jsp,200,OK,22,127,31030,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case13-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp?target,200,OK,22,127,1734,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case14-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-NoPathReq-Read.jsp?target,200,OK,15,127,1683,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case15-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini,200,OK,16,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case16-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini,200,OK,17,127,1689,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case17-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt,200,OK,67,127,1776,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case18-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt,200,OK,53,127,1698,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case19-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp?target,200,OK,8,127,1743,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case20-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultEmptyInput-SlashPathReq-Read.jsp?target,200,OK,10,127,1692,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case21-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=%5Ccontent.ini,200,OK,15,127,1775,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case22-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp?target=%5Cnone892j3kd.txt,200,OK,13,127,1788,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case23-LFI-FileClass-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp?target,200,OK,16,127,1755,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case24-LFI-FileClass-FilenameContext-Unrestricted-FileDirective-DefaultFullInput-BackslashPathReq-Read.jsp?target=%5Ccontent.ini,200,OK,8,127,1791,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case25-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/active/LFI/LFI-Detection-Evaluation-GET-200Error/content.ini,200,OK,10,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case26-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-AnyPathReq-Read.jsp?target=/active/LFI/LFI-Detection-Evaluation-GET-200Error/none892j3kd.txt,200,OK,7,127,1615,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case27-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-AnyPathReq-Read.jsp?target,200,OK,13,127,1609,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case28-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini,200,OK,12,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case29-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-NoPathReq-Read.jsp?target=none892j3kd.txt,200,OK,15,127,1612,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case30-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-NoPathReq-Read.jsp?target,200,OK,13,127,1606,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case31-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini,200,OK,29,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case32-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-SlashPathReq-Read.jsp?target=/none892j3kd.txt,200,OK,21,127,1621,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case33-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-SlashPathReq-Read.jsp?target,200,OK,9,127,1615,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case34-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=%5Ccontent.ini,200,OK,38,127,1624,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case35-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultInvalidInput-BackslashPathReq-Read.jsp?target=%5Cnone892j3kd.txt,200,OK,12,127,1633,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case36-LFI-ContextStream-FilenameContext-Unrestricted-OSPath-DefaultEmptyInput-BackslashPathReq-Read.jsp?target,200,OK,8,127,1627,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case37-LFI-FileClass-FilenameContext-SlashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/content.ini,200,OK,17,127,1677,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case38-LFI-FileClass-FilenameContext-BackslashTraversalValidation-OSPath-DefaultFullInput-AnyPathReq-Read.jsp?target=/root/apache-tomcat-8.0.27/webapps/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/content.ini,200,OK,15,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case39-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini,200,OK,15,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case40-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-NoPathReq-Read.jsp?target=content.ini,200,OK,11,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case41-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini,200,OK,17,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case42-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-SlashPathReq-Read.jsp?target=/content.ini,200,OK,15,127,4340,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case43-LFI-FileClass-FilenameContext-UnixTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=%5Ccontent.ini,200,OK,31,127,1808,Medium,
Successfully,Wed Jul 25 23:23:15 EDT 2018,GET,http://127.0.0.1:8090/wavsep/active/LFI/LFI-Detection-Evaluation-GET-200Error/Case44-LFI-FileClass-FilenameContext-WindowsTraversalValidation-OSPath-DefaultFullInput-BackslashPathReq-Read.jsp?target=%5Ccontent.ini,200,OK,42,127,1817,Medium,
